text@ztr1976f	@ztr1976f	274.069	289.252	не хочется // все же очень просто / господа // нужно просто быть ээ / честным // мм я не знаю куда проще вот / можете меня ругать / не понимать но / мне кажется / это элементарно //
text@ztr1976f	@ztr1976f	289.816	304.421	ты поешь то / о чем мм / думаешь / что видишь // и не пытаешься мм // воплотить в себе черты какие-то лучшие которые нравятся тебе / ты / выставляешь равно как и достоинства / так и недостатки //
text@ztr1976f	@ztr1976f	305.108	320.736	и / в общем - то м... мне теперь не приходится оправдываться за какие-то вещи например // если б я спела песню о том какая я хорошая / мне бы щас пришлось оправдываться за это // ну / мне оправдываться не за что / я считаю себя // в этом отношении / неуязвимой //   
text@ztr1976f	@ztr1976f	322.317	326.341	может это людей в общем - то и / зацепило //
text@ztr1976f	@ztr1976f	332.353	337.904	не знаю // мне не кажется что похожа // я вот в ванне моюсь / мне совсем не кажется //
text@ztr1976f	@ztr1976f	339.517	353.3	считаю что / мм / формула успеха / мм / очень проста // быть настолько естественным / можно менять вещи можно менять стрижки / но в целом // не менять коды //      
text@ztr1976f	@ztr1976f	355.34	359.667	в общем мой имидж // это я и есть //
text@ztr1976f	@ztr1976f	363.004	372.656	в основном я чувствую / вот мне не совсем нравится в этом отношении слово уверенность / я чувствую себя комфортно // в общем / мало ситуаций которые могут меня смутить // но если смущают то смущают по полной //
words@ztr1976f	@ztr1976f	0.217	0.686	там
words@ztr1976f	@ztr1976f	0.686	1.155	находится
words@ztr1976f	@ztr1976f	1.155	1.624	Черниковка
words@ztr1976f	@ztr1976f	1.624	2.093	/
words@ztr1976f	@ztr1976f	2.093	2.562	самый
words@ztr1976f	@ztr1976f	2.562	3.031	криминальный
words@ztr1976f	@ztr1976f	3.031	3.5	район
words@ztr1976f	@ztr1976f	3.5	3.969	города
words@ztr1976f	@ztr1976f	3.969	4.438	Уфа
words@ztr1976f	@ztr1976f	4.438	4.907	/
words@ztr1976f	@ztr1976f	4.907	5.378	/
words@ztr1976f	@ztr1976f	7.4	7.624	ни
words@ztr1976f	@ztr1976f	7.624	7.848	в
words@ztr1976f	@ztr1976f	7.848	8.072	коей
words@ztr1976f	@ztr1976f	8.072	8.296	мере
words@ztr1976f	@ztr1976f	8.296	8.52	/
words@ztr1976f	@ztr1976f	8.52	8.744	/
words@ztr1976f	@ztr1976f	8.744	8.968	просто
words@ztr1976f	@ztr1976f	8.968	9.192	мне
words@ztr1976f	@ztr1976f	9.192	9.416	повезло
words@ztr1976f	@ztr1976f	9.416	9.64	я
words@ztr1976f	@ztr1976f	9.64	9.864	училась
words@ztr1976f	@ztr1976f	9.864	10.088	всю
words@ztr1976f	@ztr1976f	10.088	10.312	жизнь
words@ztr1976f	@ztr1976f	10.312	10.536	занималась
words@ztr1976f	@ztr1976f	10.536	10.76	спортом
words@ztr1976f	@ztr1976f	10.76	10.984	и
words@ztr1976f	@ztr1976f	10.984	11.208	потому
words@ztr1976f	@ztr1976f	11.208	11.432	училась
words@ztr1976f	@ztr1976f	11.432	11.656	в
words@ztr1976f	@ztr1976f	11.656	11.88	спортивном
words@ztr1976f	@ztr1976f	11.88	12.104	классе
words@ztr1976f	@ztr1976f	12.104	12.328	в
words@ztr1976f	@ztr1976f	12.328	12.552	школе
words@ztr1976f	@ztr1976f	12.552	12.776	которая
words@ztr1976f	@ztr1976f	12.776	13.0	находится
words@ztr1976f	@ztr1976f	13.0	13.224	вот
words@ztr1976f	@ztr1976f	13.224	13.448	вот
words@ztr1976f	@ztr1976f	13.448	13.672	тут
words@ztr1976f	@ztr1976f	13.672	13.896	/
words@ztr1976f	@ztr1976f	13.896	14.12	а
words@ztr1976f	@ztr1976f	14.12	14.344	это
words@ztr1976f	@ztr1976f	14.344	14.568	уже
words@ztr1976f	@ztr1976f	14.568	14.792	центра
words@ztr1976f	@ztr1976f	14.792	15.016	/
words@ztr1976f	@ztr1976f	15.016	15.268	/
words@ztr1976f	@ztr1976f	25.731	26.055	ну
words@ztr1976f	@ztr1976f	26.055	26.379	мне
words@ztr1976f	@ztr1976f	26.379	26.703	бы
words@ztr1976f	@ztr1976f	26.703	27.027	хотелось
words@ztr1976f	@ztr1976f	27.027	27.351	верить
words@ztr1976f	@ztr1976f	27.351	27.675	я
words@ztr1976f	@ztr1976f	27.675	27.999	искренне
words@ztr1976f	@ztr1976f	27.999	28.323	надеюсь
words@ztr1976f	@ztr1976f	28.323	28.647	что
words@ztr1976f	@ztr1976f	28.647	28.971	/
words@ztr1976f	@ztr1976f	28.971	29.295	в
words@ztr1976f	@ztr1976f	29.295	29.619	какой-то
words@ztr1976f	@ztr1976f	29.619	29.943	мере
words@ztr1976f	@ztr1976f	29.943	30.267	она
words@ztr1976f	@ztr1976f	30.267	30.591	помогает
words@ztr1976f	@ztr1976f	30.591	30.915	вот
words@ztr1976f	@ztr1976f	30.915	31.239	/
words@ztr1976f	@ztr1976f	31.239	31.563	тем
words@ztr1976f	@ztr1976f	31.563	31.887	более
words@ztr1976f	@ztr1976f	31.887	32.211	что
words@ztr1976f	@ztr1976f	32.211	32.535	спасибо
words@ztr1976f	@ztr1976f	32.535	32.859	вам
words@ztr1976f	@ztr1976f	32.859	33.183	/
words@ztr1976f	@ztr1976f	33.183	33.507	/
words@ztr1976f	@ztr1976f	33.507	33.831	эм
words@ztr1976f	@ztr1976f	33.831	34.155	/
words@ztr1976f	@ztr1976f	34.155	34.479	Тоня
words@ztr1976f	@ztr1976f	34.479	34.803	честно
words@ztr1976f	@ztr1976f	34.803	35.127	вручила
words@ztr1976f	@ztr1976f	35.127	35.451	мне
words@ztr1976f	@ztr1976f	35.451	35.775	/
words@ztr1976f	@ztr1976f	35.775	36.099	все
words@ztr1976f	@ztr1976f	36.099	36.423	те
words@ztr1976f	@ztr1976f	36.423	36.747	письма
words@ztr1976f	@ztr1976f	36.747	37.071	что
words@ztr1976f	@ztr1976f	37.071	37.395	пришли
words@ztr1976f	@ztr1976f	37.395	37.719	/
words@ztr1976f	@ztr1976f	37.719	38.043	в
words@ztr1976f	@ztr1976f	38.043	38.367	мой
words@ztr1976f	@ztr1976f	38.367	38.691	адрес
words@ztr1976f	@ztr1976f	38.691	39.015	в
words@ztr1976f	@ztr1976f	39.015	39.339	передачу
words@ztr1976f	@ztr1976f	39.339	39.663	До
words@ztr1976f	@ztr1976f	39.663	39.987	шестнадцати
words@ztr1976f	@ztr1976f	39.987	40.311	и
words@ztr1976f	@ztr1976f	40.311	40.635	старше
words@ztr1976f	@ztr1976f	40.635	40.959	/
words@ztr1976f	@ztr1976f	40.959	41.283	я
words@ztr1976f	@ztr1976f	41.283	41.607	их
words@ztr1976f	@ztr1976f	41.607	41.931	/
words@ztr1976f	@ztr1976f	41.931	42.255	все
words@ztr1976f	@ztr1976f	42.255	42.579	до
words@ztr1976f	@ztr1976f	42.579	42.903	единого
words@ztr1976f	@ztr1976f	42.903	43.227	внимательно
words@ztr1976f	@ztr1976f	43.227	43.551	прочла
words@ztr1976f	@ztr1976f	43.551	43.875	/
words@ztr1976f	@ztr1976f	43.875	44.199	спасибо
words@ztr1976f	@ztr1976f	44.199	44.523	вам
words@ztr1976f	@ztr1976f	44.523	44.847	большое
words@ztr1976f	@ztr1976f	44.847	45.171	/
words@ztr1976f	@ztr1976f	45.171	45.495	/
words@ztr1976f	@ztr1976f	45.495	45.819	мм
words@ztr1976f	@ztr1976f	45.819	46.143	люди
words@ztr1976f	@ztr1976f	46.143	46.467	пишут
words@ztr1976f	@ztr1976f	46.467	46.791	что
words@ztr1976f	@ztr1976f	46.791	47.115	/
words@ztr1976f	@ztr1976f	47.115	47.439	они
words@ztr1976f	@ztr1976f	47.439	47.763	помогают
words@ztr1976f	@ztr1976f	47.763	48.087	им
words@ztr1976f	@ztr1976f	48.087	48.411	/
words@ztr1976f	@ztr1976f	48.411	48.735	/
words@ztr1976f	@ztr1976f	48.735	49.059	мм
words@ztr1976f	@ztr1976f	49.059	49.383	мне
words@ztr1976f	@ztr1976f	49.383	49.707	от
words@ztr1976f	@ztr1976f	49.707	50.031	этого
words@ztr1976f	@ztr1976f	50.031	50.355	very
words@ztr1976f	@ztr1976f	50.355	50.679	good
words@ztr1976f	@ztr1976f	50.679	51.003	/
words@ztr1976f	@ztr1976f	51.003	51.327	/
words@ztr1976f	@ztr1976f	51.327	51.651	и
words@ztr1976f	@ztr1976f	51.651	51.975	/
words@ztr1976f	@ztr1976f	51.975	52.299	будем
words@ztr1976f	@ztr1976f	52.299	52.623	дальше
words@ztr1976f	@ztr1976f	52.623	52.947	стараться
words@ztr1976f	@ztr1976f	52.947	53.271	/
words@ztr1976f	@ztr1976f	53.271	53.678	/
words@ztr1976f	@ztr1976f	64.164	64.376	у
words@ztr1976f	@ztr1976f	64.376	64.588	меня
words@ztr1976f	@ztr1976f	64.588	64.8	иного
words@ztr1976f	@ztr1976f	64.8	65.012	выхода
words@ztr1976f	@ztr1976f	65.012	65.224	просто
words@ztr1976f	@ztr1976f	65.224	65.436	нет
words@ztr1976f	@ztr1976f	65.436	65.648	/
words@ztr1976f	@ztr1976f	65.648	65.867	/
words@ztr1976f	@ztr1976f	70.205	70.457	мне
words@ztr1976f	@ztr1976f	70.457	70.709	кажется
words@ztr1976f	@ztr1976f	70.709	70.961	если
words@ztr1976f	@ztr1976f	70.961	71.213	б
words@ztr1976f	@ztr1976f	71.213	71.465	ты
words@ztr1976f	@ztr1976f	71.465	71.717	щас
words@ztr1976f	@ztr1976f	71.717	71.969	была
words@ztr1976f	@ztr1976f	71.969	72.221	в
words@ztr1976f	@ztr1976f	72.221	72.473	Америке
words@ztr1976f	@ztr1976f	72.473	72.725	/
words@ztr1976f	@ztr1976f	72.725	72.977	ты
words@ztr1976f	@ztr1976f	72.977	73.229	б
words@ztr1976f	@ztr1976f	73.229	73.481	спросила
words@ztr1976f	@ztr1976f	73.481	73.733	а
words@ztr1976f	@ztr1976f	73.733	73.985	почему
words@ztr1976f	@ztr1976f	73.985	74.237	американцы
words@ztr1976f	@ztr1976f	74.237	74.489	такой
words@ztr1976f	@ztr1976f	74.489	74.741	спортивный
words@ztr1976f	@ztr1976f	74.741	74.993	народ
words@ztr1976f	@ztr1976f	74.993	75.245	/
words@ztr1976f	@ztr1976f	75.245	75.497	куда
words@ztr1976f	@ztr1976f	75.497	75.749	ни
words@ztr1976f	@ztr1976f	75.749	76.001	плюнь
words@ztr1976f	@ztr1976f	76.001	76.253	каждый
words@ztr1976f	@ztr1976f	76.253	76.505	американец
words@ztr1976f	@ztr1976f	76.505	76.757	спортсмэн
words@ztr1976f	@ztr1976f	76.757	77.009	/
words@ztr1976f	@ztr1976f	77.009	77.261	/
words@ztr1976f	@ztr1976f	77.261	77.513	не
words@ztr1976f	@ztr1976f	77.513	77.765	ну
words@ztr1976f	@ztr1976f	77.765	78.017	у
words@ztr1976f	@ztr1976f	78.017	78.269	нас
words@ztr1976f	@ztr1976f	78.269	78.521	наверное
words@ztr1976f	@ztr1976f	78.521	78.773	спортсменов
words@ztr1976f	@ztr1976f	78.773	79.025	/
words@ztr1976f	@ztr1976f	79.025	79.277	равно
words@ztr1976f	@ztr1976f	79.277	79.529	как
words@ztr1976f	@ztr1976f	79.529	79.781	и
words@ztr1976f	@ztr1976f	79.781	80.033	музыкантов
words@ztr1976f	@ztr1976f	80.033	80.285	политиков
words@ztr1976f	@ztr1976f	80.285	80.537	/
words@ztr1976f	@ztr1976f	80.537	80.789	/
words@ztr1976f	@ztr1976f	80.789	81.041	и
words@ztr1976f	@ztr1976f	81.041	81.293	ээ
words@ztr1976f	@ztr1976f	81.293	81.545	/
words@ztr1976f	@ztr1976f	81.545	81.797	столько
words@ztr1976f	@ztr1976f	81.797	82.049	же
words@ztr1976f	@ztr1976f	82.049	82.301	сколько
words@ztr1976f	@ztr1976f	82.301	82.553	и
words@ztr1976f	@ztr1976f	82.553	82.805	везде
words@ztr1976f	@ztr1976f	82.805	83.057	/
words@ztr1976f	@ztr1976f	83.057	83.309	у
words@ztr1976f	@ztr1976f	83.309	83.561	нас
words@ztr1976f	@ztr1976f	83.561	83.813	чуть
words@ztr1976f	@ztr1976f	83.813	84.065	больше
words@ztr1976f	@ztr1976f	84.065	84.317	нефтяных
words@ztr1976f	@ztr1976f	84.317	84.569	магнатов
words@ztr1976f	@ztr1976f	84.569	84.821	/
words@ztr1976f	@ztr1976f	84.821	85.097	/
words@ztr1976f	@ztr1976f	85.747	86.069	видите
words@ztr1976f	@ztr1976f	86.069	86.391	/
words@ztr1976f	@ztr1976f	86.391	86.713	поехали
words@ztr1976f	@ztr1976f	86.713	87.035	нефтяные
words@ztr1976f	@ztr1976f	87.035	87.357	магнаты
words@ztr1976f	@ztr1976f	87.357	87.679	/
words@ztr1976f	@ztr1976f	87.679	88.001	/
words@ztr1976f	@ztr1976f	88.001	88.323	с
words@ztr1976f	@ztr1976f	88.323	88.645	мигалками
words@ztr1976f	@ztr1976f	88.645	88.967	/
words@ztr1976f	@ztr1976f	88.967	89.295	/
words@ztr1976f	@ztr1976f	94.06	94.426	возили
words@ztr1976f	@ztr1976f	94.426	94.792	/
words@ztr1976f	@ztr1976f	94.792	95.158	/
words@ztr1976f	@ztr1976f	95.158	95.524	то
words@ztr1976f	@ztr1976f	95.524	95.89	есть
words@ztr1976f	@ztr1976f	95.89	96.256	вышек
words@ztr1976f	@ztr1976f	96.256	96.622	я
words@ztr1976f	@ztr1976f	96.622	96.988	насмотрелась
words@ztr1976f	@ztr1976f	96.988	97.354	/
words@ztr1976f	@ztr1976f	97.354	97.72	еще
words@ztr1976f	@ztr1976f	97.72	98.086	больше
words@ztr1976f	@ztr1976f	98.086	98.452	я
words@ztr1976f	@ztr1976f	98.452	98.818	ээ
words@ztr1976f	@ztr1976f	98.818	99.184	/
words@ztr1976f	@ztr1976f	99.184	99.55	наверное
words@ztr1976f	@ztr1976f	99.55	99.916	насмотрелась
words@ztr1976f	@ztr1976f	99.916	100.282	на
words@ztr1976f	@ztr1976f	100.282	100.648	нефтяных
words@ztr1976f	@ztr1976f	100.648	101.014	магнатов
words@ztr1976f	@ztr1976f	101.014	101.38	/
words@ztr1976f	@ztr1976f	101.38	101.759	/
words@ztr1976f	@ztr1976f	103.346	103.618	#нрзб#
words@ztr1976f	@ztr1976f	103.618	103.89	каждый
words@ztr1976f	@ztr1976f	103.89	104.162	третий
words@ztr1976f	@ztr1976f	104.162	104.434	человек
words@ztr1976f	@ztr1976f	104.434	104.706	у
words@ztr1976f	@ztr1976f	104.706	104.978	нас
words@ztr1976f	@ztr1976f	104.978	105.25	в
words@ztr1976f	@ztr1976f	105.25	105.522	Уфе
words@ztr1976f	@ztr1976f	105.522	105.794	это
words@ztr1976f	@ztr1976f	105.794	106.066	нефтяной
words@ztr1976f	@ztr1976f	106.066	106.338	магнат
words@ztr1976f	@ztr1976f	106.338	106.61	/
words@ztr1976f	@ztr1976f	106.61	106.887	/
words@ztr1976f	@ztr1976f	110.576	110.801	#нрзб#
words@ztr1976f	@ztr1976f	110.801	111.026	вумен
words@ztr1976f	@ztr1976f	111.026	111.251	ты
words@ztr1976f	@ztr1976f	111.251	111.476	имеешь
words@ztr1976f	@ztr1976f	111.476	111.701	в
words@ztr1976f	@ztr1976f	111.701	111.926	виду
words@ztr1976f	@ztr1976f	111.926	112.151	/
words@ztr1976f	@ztr1976f	112.151	112.383	/
words@ztr1976f	@ztr1976f	112.699	112.992	нет
words@ztr1976f	@ztr1976f	112.992	113.285	/
words@ztr1976f	@ztr1976f	113.285	113.578	/
words@ztr1976f	@ztr1976f	113.578	113.871	мне
words@ztr1976f	@ztr1976f	113.871	114.164	больше
words@ztr1976f	@ztr1976f	114.164	114.457	как-то
words@ztr1976f	@ztr1976f	114.457	114.75	по
words@ztr1976f	@ztr1976f	114.75	115.043	нотам
words@ztr1976f	@ztr1976f	115.043	115.336	чем
words@ztr1976f	@ztr1976f	115.336	115.629	по
words@ztr1976f	@ztr1976f	115.629	115.922	вышкам
words@ztr1976f	@ztr1976f	115.922	116.215	/
words@ztr1976f	@ztr1976f	116.215	116.516	/
words@ztr1976f	@ztr1976f	120.484	120.698	мм
words@ztr1976f	@ztr1976f	120.698	120.912	/
words@ztr1976f	@ztr1976f	120.912	121.126	кто
words@ztr1976f	@ztr1976f	121.126	121.34	так
words@ztr1976f	@ztr1976f	121.34	121.554	говорит
words@ztr1976f	@ztr1976f	121.554	121.768	?
words@ztr1976f	@ztr1976f	121.768	121.982	/
words@ztr1976f	@ztr1976f	121.982	122.2	/
words@ztr1976f	@ztr1976f	125.814	126.042	я
words@ztr1976f	@ztr1976f	126.042	126.27	по-моему
words@ztr1976f	@ztr1976f	126.27	126.498	до
words@ztr1976f	@ztr1976f	126.498	126.726	четвертого
words@ztr1976f	@ztr1976f	126.726	126.954	помню
words@ztr1976f	@ztr1976f	126.954	127.182	/
words@ztr1976f	@ztr1976f	127.182	127.411	/
words@ztr1976f	@ztr1976f	130.224	130.452	есть
words@ztr1976f	@ztr1976f	130.452	130.68	такие
words@ztr1976f	@ztr1976f	130.68	130.908	штуки
words@ztr1976f	@ztr1976f	130.908	131.136	/
words@ztr1976f	@ztr1976f	131.136	131.364	/
words@ztr1976f	@ztr1976f	131.364	131.592	ээ
words@ztr1976f	@ztr1976f	131.592	131.82	/
words@ztr1976f	@ztr1976f	131.82	132.048	наверно
words@ztr1976f	@ztr1976f	132.048	132.276	/
words@ztr1976f	@ztr1976f	132.276	132.504	ты
words@ztr1976f	@ztr1976f	132.504	132.732	слышала
words@ztr1976f	@ztr1976f	132.732	132.96	/
words@ztr1976f	@ztr1976f	132.96	133.188	может
words@ztr1976f	@ztr1976f	133.188	133.416	быть
words@ztr1976f	@ztr1976f	133.416	133.644	/
words@ztr1976f	@ztr1976f	133.644	133.872	мулла
words@ztr1976f	@ztr1976f	133.872	134.1	/
words@ztr1976f	@ztr1976f	134.1	134.342	/
words@ztr1976f	@ztr1976f	136.009	136.261	да
words@ztr1976f	@ztr1976f	136.261	136.513	/
words@ztr1976f	@ztr1976f	136.513	136.765	/
words@ztr1976f	@ztr1976f	136.765	137.017	мм
words@ztr1976f	@ztr1976f	137.017	137.269	/
words@ztr1976f	@ztr1976f	137.269	137.521	ээ
words@ztr1976f	@ztr1976f	137.521	137.773	/
words@ztr1976f	@ztr1976f	137.773	138.025	мусульмане
words@ztr1976f	@ztr1976f	138.025	138.277	/
words@ztr1976f	@ztr1976f	138.277	138.529	вот
words@ztr1976f	@ztr1976f	138.529	138.781	у
words@ztr1976f	@ztr1976f	138.781	139.033	меня
words@ztr1976f	@ztr1976f	139.033	139.285	все
words@ztr1976f	@ztr1976f	139.285	139.537	они
words@ztr1976f	@ztr1976f	139.537	139.789	/
words@ztr1976f	@ztr1976f	139.789	140.041	муллы
words@ztr1976f	@ztr1976f	140.041	140.293	/
words@ztr1976f	@ztr1976f	140.293	140.545	/
words@ztr1976f	@ztr1976f	143.054	143.275	мгм
words@ztr1976f	@ztr1976f	143.275	143.496	/
words@ztr1976f	@ztr1976f	143.496	143.717	а
words@ztr1976f	@ztr1976f	143.717	143.938	фамилия
words@ztr1976f	@ztr1976f	143.938	144.159	моя
words@ztr1976f	@ztr1976f	144.159	144.38	Рамазанова
words@ztr1976f	@ztr1976f	144.38	144.601	/
words@ztr1976f	@ztr1976f	144.601	144.822	открыть
words@ztr1976f	@ztr1976f	144.822	145.043	секрет
words@ztr1976f	@ztr1976f	145.043	145.264	?
words@ztr1976f	@ztr1976f	145.264	145.485	/
words@ztr1976f	@ztr1976f	145.485	145.708	/
words@ztr1976f	@ztr1976f	146.227	146.549	ээ
words@ztr1976f	@ztr1976f	146.549	146.871	/
words@ztr1976f	@ztr1976f	146.871	147.193	/
words@ztr1976f	@ztr1976f	147.193	147.515	есть
words@ztr1976f	@ztr1976f	147.515	147.837	такой
words@ztr1976f	@ztr1976f	147.837	148.159	священный
words@ztr1976f	@ztr1976f	148.159	148.481	праздник
words@ztr1976f	@ztr1976f	148.481	148.803	ээ
words@ztr1976f	@ztr1976f	148.803	149.125	/
words@ztr1976f	@ztr1976f	149.125	149.447	он
words@ztr1976f	@ztr1976f	149.447	149.769	татарский
words@ztr1976f	@ztr1976f	149.769	150.091	/
words@ztr1976f	@ztr1976f	150.091	150.413	у
words@ztr1976f	@ztr1976f	150.413	150.735	меня
words@ztr1976f	@ztr1976f	150.735	151.057	отец
words@ztr1976f	@ztr1976f	151.057	151.379	татарин
words@ztr1976f	@ztr1976f	151.379	151.701	/
words@ztr1976f	@ztr1976f	151.701	152.023	/
words@ztr1976f	@ztr1976f	152.023	152.345	называется
words@ztr1976f	@ztr1976f	152.345	152.667	Рамазан
words@ztr1976f	@ztr1976f	152.667	152.989	байрам
words@ztr1976f	@ztr1976f	152.989	153.311	/
words@ztr1976f	@ztr1976f	153.311	153.633	это
words@ztr1976f	@ztr1976f	153.633	153.955	самый
words@ztr1976f	@ztr1976f	153.955	154.277	священный
words@ztr1976f	@ztr1976f	154.277	154.599	праздник
words@ztr1976f	@ztr1976f	154.599	154.921	татар
words@ztr1976f	@ztr1976f	154.921	155.243	/
words@ztr1976f	@ztr1976f	155.243	155.565	/
words@ztr1976f	@ztr1976f	159.434	159.764	мм
words@ztr1976f	@ztr1976f	159.764	160.094	/
words@ztr1976f	@ztr1976f	160.094	160.424	/
words@ztr1976f	@ztr1976f	160.424	160.754	вы
words@ztr1976f	@ztr1976f	160.754	161.084	знаете
words@ztr1976f	@ztr1976f	161.084	161.414	/
words@ztr1976f	@ztr1976f	161.414	161.744	революция
words@ztr1976f	@ztr1976f	161.744	162.074	всех
words@ztr1976f	@ztr1976f	162.074	162.404	сравняла
words@ztr1976f	@ztr1976f	162.404	162.734	/
words@ztr1976f	@ztr1976f	162.734	163.064	/
words@ztr1976f	@ztr1976f	163.064	163.394	точно
words@ztr1976f	@ztr1976f	163.394	163.724	помню
words@ztr1976f	@ztr1976f	163.724	164.054	что
words@ztr1976f	@ztr1976f	164.054	164.384	мой
words@ztr1976f	@ztr1976f	164.384	164.714	дед
words@ztr1976f	@ztr1976f	164.714	165.044	был
words@ztr1976f	@ztr1976f	165.044	165.374	председателем
words@ztr1976f	@ztr1976f	165.374	165.704	колхоза
words@ztr1976f	@ztr1976f	165.704	166.034	/
words@ztr1976f	@ztr1976f	166.034	166.364	/
words@ztr1976f	@ztr1976f	166.364	166.694	аа
words@ztr1976f	@ztr1976f	166.694	167.024	/
words@ztr1976f	@ztr1976f	167.024	167.354	родители
words@ztr1976f	@ztr1976f	167.354	167.684	мои
words@ztr1976f	@ztr1976f	167.684	168.014	педагоги
words@ztr1976f	@ztr1976f	168.014	168.344	/
words@ztr1976f	@ztr1976f	168.344	168.695	/
words@ztr1976f	@ztr1976f	169.878	170.159	нет
words@ztr1976f	@ztr1976f	170.159	170.44	/
words@ztr1976f	@ztr1976f	170.44	170.721	у
words@ztr1976f	@ztr1976f	170.721	171.002	меня
words@ztr1976f	@ztr1976f	171.002	171.283	нет
words@ztr1976f	@ztr1976f	171.283	171.564	ни
words@ztr1976f	@ztr1976f	171.564	171.845	бабушки
words@ztr1976f	@ztr1976f	171.845	172.126	ни
words@ztr1976f	@ztr1976f	172.126	172.407	дедушки
words@ztr1976f	@ztr1976f	172.407	172.688	/
words@ztr1976f	@ztr1976f	172.688	172.969	так
words@ztr1976f	@ztr1976f	172.969	173.25	случилось
words@ztr1976f	@ztr1976f	173.25	173.531	/
words@ztr1976f	@ztr1976f	173.531	173.812	/
words@ztr1976f	@ztr1976f	173.812	174.093	и
words@ztr1976f	@ztr1976f	174.093	174.374	поэтому
words@ztr1976f	@ztr1976f	174.374	174.655	я
words@ztr1976f	@ztr1976f	174.655	174.936	совершенно
words@ztr1976f	@ztr1976f	174.936	175.217	городской
words@ztr1976f	@ztr1976f	175.217	175.498	человек
words@ztr1976f	@ztr1976f	175.498	175.779	и
words@ztr1976f	@ztr1976f	175.779	176.06	мм
words@ztr1976f	@ztr1976f	176.06	176.341	/
words@ztr1976f	@ztr1976f	176.341	176.622	скажу
words@ztr1976f	@ztr1976f	176.622	176.903	честно
words@ztr1976f	@ztr1976f	176.903	177.184	/
